sku_id,sku_name,category,is_perishable,avg_daily_demand,lead_time_days,std_dev_demand,current_stock,unit_cost_inr,unit_sp_inr,stockout_hours_last_30d
SKU-09192,Namkeen 200g - Pack 12,Snacks,No,20,3,2.5,133,46.44,66.9,37
SKU-09193,Biscuits 100g - Pack 1,Snacks,No,43,3,4.1,396,18.62,28.68,6
SKU-09194,Chocolate Bar 50g - Pack 2,Snacks,No,30,2,3.8,195,32.9,48.08,11
SKU-09195,Cookies 200g - Pack 3,Snacks,No,19,2,2.9,136,47.85,67.87,4
SKU-09196,Shampoo 180ml - Pack 4,Personal Care,No,12,3,2.4,57,92.27,118.63,6
SKU-09197,Soap 100g - Pack 5,Personal Care,No,23,3,2.3,162,29.46,41.34,5
SKU-09198,Toothpaste 100g - Pack 6,Personal Care,No,12,5,2.4,76,62.21,87.2,2
SKU-09199,Face Wash 100ml - Pack 7,Personal Care,No,10,3,1.8,45,111.71,161.08,2
SKU-09200,Hand Wash 250ml - Pack 8,Personal Care,No,11,3,2.0,52,79.27,106.13,22
SKU-09201,Milk 500ml - Pack 9,Dairy,Yes,28,3,1.8,87,28.31,44.33,16
SKU-09202,Curd 400g - Pack 10,Dairy,Yes,24,2,1.9,63,25.4,38.4,3
SKU-09203,Paneer 200g - Pack 11,Dairy,Yes,14,3,1.8,48,51.58,72.15,8
SKU-09204,Butter 100g - Pack 12,Dairy,Yes,9,4,1.5,35,51.7,72.04,3
SKU-09205,Cheese Slices 200g - Pack 1,Dairy,Yes,11,3,1.5,40,73.93,103.38,20
SKU-09206,Bread White 400g - Pack 2,Bakery,Yes,32,1,2.6,60,29.68,38.04,6
SKU-09207,Bread Brown 400g - Pack 3,Bakery,Yes,15,2,2.1,46,33.78,47.44,7
SKU-09208,Croissant 2pc - Pack 4,Bakery,Yes,9,1,0.8,21,61.58,70.28,9
SKU-09209,Muffin 2pc - Pack 5,Bakery,Yes,13,2,1.1,30,46.04,69.87,4
SKU-09210,Burger Buns 4pc - Pack 6,Bakery,Yes,13,2,2.1,40,34.54,48.66,0
SKU-09211,Cola 500ml - Pack 7,Beverages,No,51,3,5.6,415,26.85,41.39,4
SKU-09212,Orange Juice 1L - Pack 8,Beverages,No,24,2,3.2,125,77.94,106.76,5
SKU-09213,Mineral Water 1L - Pack 9,Beverages,No,34,1,6.6,226,12.66,18.75,4
SKU-09214,Energy Drink 250ml - Pack 10,Beverages,No,15,1,3.0,77,60.35,93.57,3
SKU-09215,Cold Coffee 250ml - Pack 11,Beverages,No,10,2,2.2,39,48.62,71.49,6
SKU-09216,Potato Chips 100g - Pack 12,Snacks,No,19,1,4.5,146,24.44,41.5,5
SKU-09217,Namkeen 200g - Pack 1,Snacks,No,17,3,2.3,115,47.93,66.31,22
SKU-09218,Biscuits 100g - Pack 2,Snacks,No,48,3,4.4,417,17.07,27.67,9
SKU-09219,Chocolate Bar 50g - Pack 3,Snacks,No,29,2,3.0,193,29.85,48.09,5
SKU-09220,Cookies 200g - Pack 4,Snacks,No,14,5,2.0,97,44.88,63.92,3
SKU-09221,Shampoo 180ml - Pack 5,Personal Care,No,9,5,1.8,39,92.29,124.48,2
SKU-09222,Soap 100g - Pack 6,Personal Care,No,25,3,2.6,175,30.06,41.4,6
SKU-09223,Toothpaste 100g - Pack 7,Personal Care,No,14,3,2.0,71,69.36,92.86,4
SKU-09224,Face Wash 100ml - Pack 8,Personal Care,No,8,6,2.0,40,105.71,145.69,5
SKU-09225,Hand Wash 250ml - Pack 9,Personal Care,No,9,4,1.6,43,74.07,104.77,2
SKU-09226,Milk 500ml - Pack 10,Dairy,Yes,43,2,2.1,143,29.04,44.78,13
SKU-09227,Curd 400g - Pack 11,Dairy,Yes,28,1,1.1,74,24.35,35.59,15
SKU-09228,Paneer 200g - Pack 12,Dairy,Yes,19,2,1.4,69,52.17,68.67,2
SKU-09229,Butter 100g - Pack 1,Dairy,Yes,12,2,0.5,55,50.5,67.21,18
SKU-09230,Cheese Slices 200g - Pack 2,Dairy,Yes,7,4,1.8,24,82.05,113.74,8
SKU-09231,Bread White 400g - Pack 3,Bakery,Yes,28,1,2.7,57,28.69,39.15,3
SKU-09232,Bread Brown 400g - Pack 4,Bakery,Yes,13,2,1.7,36,36.28,47.66,4
SKU-09233,Croissant 2pc - Pack 5,Bakery,Yes,9,1,1.4,21,55.26,75.58,27
SKU-09234,Muffin 2pc - Pack 6,Bakery,Yes,10,2,2.4,24,41.41,63.61,3
SKU-09235,Burger Buns 4pc - Pack 7,Bakery,Yes,12,2,1.4,39,38.44,50.7,10
SKU-09236,Cola 500ml - Pack 8,Beverages,No,39,2,4.3,311,29.38,39.32,16
SKU-09237,Orange Juice 1L - Pack 9,Beverages,No,22,3,2.6,138,73.49,101.82,6
SKU-09238,Mineral Water 1L - Pack 10,Beverages,No,31,1,6.0,201,11.76,20.21,5
SKU-09239,Energy Drink 250ml - Pack 11,Beverages,No,17,1,2.3,85,59.98,85.87,13
SKU-09240,Cold Coffee 250ml - Pack 12,Beverages,No,14,2,2.2,62,55.52,72.25,2
SKU-09241,Potato Chips 100g - Pack 1,Snacks,No,34,3,2.9,265,23.12,40.81,24
SKU-09242,Namkeen 200g - Pack 2,Snacks,No,22,3,2.9,112,43.34,66.02,11
SKU-09243,Biscuits 100g - Pack 3,Snacks,No,33,2,5.1,301,17.66,28.43,7
SKU-09244,Chocolate Bar 50g - Pack 4,Snacks,No,22,1,3.7,143,29.92,40.32,9
SKU-09245,Cookies 200g - Pack 5,Snacks,No,12,2,2.5,82,48.4,71.99,2
SKU-09246,Shampoo 180ml - Pack 6,Personal Care,No,11,4,1.9,45,94.25,119.7,7
SKU-09247,Soap 100g - Pack 7,Personal Care,No,16,4,2.5,109,29.14,39.19,10
SKU-09248,Toothpaste 100g - Pack 8,Personal Care,No,10,3,2.6,55,65.61,90.37,6
SKU-09249,Face Wash 100ml - Pack 9,Personal Care,No,8,4,1.6,39,114.55,148.33,2
SKU-09250,Hand Wash 250ml - Pack 10,Personal Care,No,10,4,2.0,56,79.36,96.73,2
SKU-09251,Milk 500ml - Pack 11,Dairy,Yes,32,3,2.2,103,26.64,47.83,10
SKU-09252,Curd 400g - Pack 12,Dairy,Yes,17,2,1.7,43,26.46,41.64,11
SKU-09253,Paneer 200g - Pack 1,Dairy,Yes,16,3,1.5,53,53.11,77.57,2
SKU-09254,Butter 100g - Pack 2,Dairy,Yes,12,3,0.5,50,52.41,68.78,2
SKU-09255,Cheese Slices 200g - Pack 3,Dairy,Yes,8,2,1.6,25,77.62,107.35,3
SKU-09256,Bread White 400g - Pack 4,Bakery,Yes,19,1,2.4,35,28.22,38.75,6
SKU-09257,Bread Brown 400g - Pack 5,Bakery,Yes,17,1,1.6,46,33.58,42.82,3
SKU-09258,Croissant 2pc - Pack 6,Bakery,Yes,6,2,1.4,6,55.03,74.7,15
SKU-09259,Muffin 2pc - Pack 7,Bakery,Yes,12,1,1.9,28,48.98,66.66,7
SKU-09260,Burger Buns 4pc - Pack 8,Bakery,Yes,13,2,2.1,42,35.86,51.17,10
SKU-09261,Cola 500ml - Pack 9,Beverages,No,44,1,5.9,359,28.28,42.06,2
SKU-09262,Orange Juice 1L - Pack 10,Beverages,No,25,3,3.9,155,79.56,101.07,1
SKU-09263,Mineral Water 1L - Pack 11,Beverages,No,36,1,5.9,256,11.41,20.78,2
SKU-09264,Energy Drink 250ml - Pack 12,Beverages,No,11,2,2.6,53,60.71,93.74,10
SKU-09265,Cold Coffee 250ml - Pack 1,Beverages,No,14,2,2.0,57,58.26,76.93,30
SKU-09266,Potato Chips 100g - Pack 2,Snacks,No,39,2,4.1,288,24.78,39.7,7
SKU-09267,Namkeen 200g - Pack 3,Snacks,No,12,2,2.6,70,39.7,66.71,2
SKU-09268,Biscuits 100g - Pack 4,Snacks,No,28,1,4.9,250,17.72,26.43,4
SKU-09269,Chocolate Bar 50g - Pack 5,Snacks,No,30,2,4.0,204,27.38,46.49,5
SKU-09270,Cookies 200g - Pack 6,Snacks,No,12,3,2.5,75,44.37,70.69,4
SKU-09271,Shampoo 180ml - Pack 7,Personal Care,No,13,3,2.6,60,92.47,118.34,3
SKU-09272,Soap 100g - Pack 8,Personal Care,No,26,2,2.4,179,26.49,41.82,2
SKU-09273,Toothpaste 100g - Pack 9,Personal Care,No,15,5,3.0,81,65.47,88.79,5
SKU-09274,Face Wash 100ml - Pack 10,Personal Care,No,7,5,2.1,34,109.69,153.88,9
SKU-09275,Hand Wash 250ml - Pack 11,Personal Care,No,9,5,2.5,49,73.03,103.28,8
SKU-09276,Milk 500ml - Pack 12,Dairy,Yes,39,1,2.0,124,26.06,43.66,5
SKU-09277,Curd 400g - Pack 1,Dairy,Yes,21,3,2.0,66,24.64,37.72,8
SKU-09278,Paneer 200g - Pack 2,Dairy,Yes,14,2,1.0,41,59.23,76.01,7
SKU-09279,Butter 100g - Pack 3,Dairy,Yes,13,3,1.2,54,48.52,66.61,3
SKU-09280,Cheese Slices 200g - Pack 4,Dairy,Yes,5,1,1.5,21,76.3,114.19,3
SKU-09281,Bread White 400g - Pack 5,Bakery,Yes,28,1,2.3,62,25.65,38.95,4
SKU-09282,Bread Brown 400g - Pack 6,Bakery,Yes,12,1,1.7,29,32.67,44.33,2
SKU-09283,Croissant 2pc - Pack 7,Bakery,Yes,8,1,1.8,15,51.63,74.27,10
SKU-09284,Muffin 2pc - Pack 8,Bakery,Yes,9,1,1.5,24,42.47,64.39,2
SKU-09285,Burger Buns 4pc - Pack 9,Bakery,Yes,10,1,1.5,29,32.65,49.84,19
SKU-09286,Cola 500ml - Pack 10,Beverages,No,39,3,4.6,302,27.74,41.79,5
SKU-09287,Orange Juice 1L - Pack 11,Beverages,No,19,3,3.0,104,71.84,103.97,10
SKU-09288,Mineral Water 1L - Pack 12,Beverages,No,47,1,5.9,327,11.82,21.1,3
SKU-09289,Energy Drink 250ml - Pack 1,Beverages,No,19,1,2.9,105,65.96,92.68,22
SKU-09290,Cold Coffee 250ml - Pack 2,Beverages,No,12,3,2.0,52,56.9,74.31,4
SKU-09291,Potato Chips 100g - Pack 3,Snacks,No,35,2,3.8,261,23.7,38.04,19
SKU-09292,Namkeen 200g - Pack 4,Snacks,No,18,1,2.8,108,43.03,65.31,8
SKU-09293,Biscuits 100g - Pack 5,Snacks,No,20,2,5.1,182,16.27,29.4,6
SKU-09294,Chocolate Bar 50g - Pack 6,Snacks,No,24,1,3.0,150,30.1,46.96,2
SKU-09295,Cookies 200g - Pack 7,Snacks,No,13,2,2.5,95,46.74,65.31,5
SKU-09296,Shampoo 180ml - Pack 8,Personal Care,No,8,5,1.3,37,75.7,123.86,2
SKU-09297,Soap 100g - Pack 9,Personal Care,No,28,2,2.9,184,27.73,41.92,12
SKU-09298,Toothpaste 100g - Pack 10,Personal Care,No,17,4,2.7,93,58.65,86.84,8
SKU-09299,Face Wash 100ml - Pack 11,Personal Care,No,10,6,2.3,48,113.93,151.5,22
SKU-09300,Hand Wash 250ml - Pack 12,Personal Care,No,13,4,1.7,64,83.35,104.8,8
SKU-09301,Milk 500ml - Pack 1,Dairy,Yes,18,2,2.0,63,28.15,49.39,3
SKU-09302,Curd 400g - Pack 2,Dairy,Yes,23,1,1.3,57,25.31,42.07,2
SKU-09303,Paneer 200g - Pack 3,Dairy,Yes,13,3,1.4,40,54.24,78.59,8
SKU-09304,Butter 100g - Pack 4,Dairy,Yes,11,3,0.7,49,58.08,63.72,29
SKU-09305,Cheese Slices 200g - Pack 5,Dairy,Yes,9,3,1.6,36,82.14,109.18,1
SKU-09306,Bread White 400g - Pack 6,Bakery,Yes,31,1,3.0,81,29.66,40.15,13
SKU-09307,Bread Brown 400g - Pack 7,Bakery,Yes,22,1,2.0,48,35.75,44.32,4
SKU-09308,Croissant 2pc - Pack 8,Bakery,Yes,8,1,1.4,8,56.73,81.73,1
SKU-09309,Muffin 2pc - Pack 9,Bakery,Yes,10,1,1.5,28,50.63,62.29,5
SKU-09310,Burger Buns 4pc - Pack 10,Bakery,Yes,10,2,1.6,30,38.39,48.26,2
SKU-09311,Cola 500ml - Pack 11,Beverages,No,41,2,4.5,331,27.92,39.2,9
SKU-09312,Orange Juice 1L - Pack 12,Beverages,No,18,2,2.9,96,69.29,99.99,26
SKU-09313,Mineral Water 1L - Pack 1,Beverages,No,39,1,6.4,275,12.1,19.96,4
SKU-09314,Energy Drink 250ml - Pack 2,Beverages,No,19,1,1.9,99,65.08,89.73,6
SKU-09315,Cold Coffee 250ml - Pack 3,Beverages,No,10,1,2.2,49,53.45,84.75,0
SKU-09316,Potato Chips 100g - Pack 4,Snacks,No,29,2,2.8,233,23.96,40.07,6
SKU-09317,Namkeen 200g - Pack 5,Snacks,No,18,2,2.3,109,40.74,65.45,12
SKU-09318,Biscuits 100g - Pack 6,Snacks,No,48,2,5.1,458,19.76,26.69,8
SKU-09319,Chocolate Bar 50g - Pack 7,Snacks,No,21,1,3.6,131,30.52,42.28,6
SKU-09320,Cookies 200g - Pack 8,Snacks,No,13,4,2.2,93,44.32,72.36,5
SKU-09321,Shampoo 180ml - Pack 9,Personal Care,No,13,4,1.4,63,92.42,132.74,3
SKU-09322,Soap 100g - Pack 10,Personal Care,No,21,2,2.8,144,28.3,38.9,2
SKU-09323,Toothpaste 100g - Pack 11,Personal Care,No,13,3,2.4,74,67.62,85.44,5
SKU-09324,Face Wash 100ml - Pack 12,Personal Care,No,7,6,1.8,35,107.08,144.67,3
SKU-09325,Hand Wash 250ml - Pack 1,Personal Care,No,13,5,2.0,63,65.08,101.86,1
SKU-09326,Milk 500ml - Pack 2,Dairy,Yes,40,2,2.1,112,30.54,43.31,7
SKU-09327,Curd 400g - Pack 3,Dairy,Yes,26,1,2.0,61,22.47,41.08,4
SKU-09328,Paneer 200g - Pack 4,Dairy,Yes,17,3,1.1,71,62.24,67.99,3
SKU-09329,Butter 100g - Pack 5,Dairy,Yes,9,3,1.4,43,46.59,64.57,2
SKU-09330,Cheese Slices 200g - Pack 6,Dairy,Yes,13,3,1.6,55,78.78,106.44,3
SKU-09331,Bread White 400g - Pack 7,Bakery,Yes,25,1,2.6,57,25.66,40.02,3
SKU-09332,Bread Brown 400g - Pack 8,Bakery,Yes,15,1,2.3,31,30.32,44.78,1
SKU-09333,Croissant 2pc - Pack 9,Bakery,Yes,7,1,1.5,18,54.37,75.49,1
SKU-09334,Muffin 2pc - Pack 10,Bakery,Yes,9,2,1.5,22,48.64,67.39,14
SKU-09335,Burger Buns 4pc - Pack 11,Bakery,Yes,14,2,1.1,36,34.53,48.54,4
SKU-09336,Cola 500ml - Pack 12,Beverages,No,21,3,5.0,169,26.26,37.59,5
SKU-09337,Orange Juice 1L - Pack 1,Beverages,No,22,3,2.6,114,78.4,96.52,5
SKU-09338,Mineral Water 1L - Pack 2,Beverages,No,44,1,5.1,328,11.28,19.14,12
SKU-09339,Energy Drink 250ml - Pack 3,Beverages,No,22,3,2.3,119,58.75,82.09,5
SKU-09340,Cold Coffee 250ml - Pack 4,Beverages,No,13,2,2.5,64,57.9,74.92,4
SKU-09341,Potato Chips 100g - Pack 5,Snacks,No,37,3,3.7,275,22.35,39.82,5
SKU-09342,Namkeen 200g - Pack 6,Snacks,No,14,1,3.2,76,45.31,68.17,12
SKU-09343,Biscuits 100g - Pack 7,Snacks,No,41,2,5.5,378,17.0,25.12,7
SKU-09344,Chocolate Bar 50g - Pack 8,Snacks,No,29,1,3.6,175,30.65,41.98,11
SKU-09345,Cookies 200g - Pack 9,Snacks,No,15,3,2.3,99,52.07,71.58,7
SKU-09346,Shampoo 180ml - Pack 10,Personal Care,No,14,4,1.7,65,89.86,119.53,12
SKU-09347,Soap 100g - Pack 11,Personal Care,No,21,3,3.1,152,25.55,40.04,0
SKU-09348,Toothpaste 100g - Pack 12,Personal Care,No,15,4,2.5,91,64.11,97.03,17
SKU-09349,Face Wash 100ml - Pack 1,Personal Care,No,8,6,2.0,38,112.7,142.36,8
SKU-09350,Hand Wash 250ml - Pack 2,Personal Care,No,10,4,1.8,47,71.91,96.49,2
SKU-09351,Milk 500ml - Pack 3,Dairy,Yes,29,2,1.9,93,23.9,44.63,4
SKU-09352,Curd 400g - Pack 4,Dairy,Yes,25,3,0.9,92,23.75,37.27,1
SKU-09353,Paneer 200g - Pack 5,Dairy,Yes,21,2,1.3,89,54.76,71.5,4
SKU-09354,Butter 100g - Pack 6,Dairy,Yes,11,4,1.1,48,47.5,69.38,1
SKU-09355,Cheese Slices 200g - Pack 7,Dairy,Yes,6,3,2.3,27,80.71,100.5,7
SKU-09356,Bread White 400g - Pack 8,Bakery,Yes,30,1,2.3,70,26.75,40.63,20
SKU-09357,Bread Brown 400g - Pack 9,Bakery,Yes,21,1,1.5,62,30.25,47.87,1
SKU-09358,Croissant 2pc - Pack 10,Bakery,Yes,10,2,1.9,16,58.81,73.52,5
SKU-09359,Muffin 2pc - Pack 11,Bakery,Yes,10,1,1.5,22,53.61,67.98,3
SKU-09360,Burger Buns 4pc - Pack 12,Bakery,Yes,12,2,2.0,34,36.36,52.98,6
SKU-09361,Cola 500ml - Pack 1,Beverages,No,45,3,5.9,353,25.1,39.58,2
SKU-09362,Orange Juice 1L - Pack 2,Beverages,No,20,4,2.6,110,80.9,98.23,3
SKU-09363,Mineral Water 1L - Pack 3,Beverages,No,51,2,4.8,363,12.32,18.73,11
SKU-09364,Energy Drink 250ml - Pack 4,Beverages,No,19,2,2.5,90,66.93,82.46,4
SKU-09365,Cold Coffee 250ml - Pack 5,Beverages,No,7,1,1.9,28,56.08,73.92,2
SKU-09366,Potato Chips 100g - Pack 6,Snacks,No,35,3,4.8,257,24.8,40.54,2
SKU-09367,Namkeen 200g - Pack 7,Snacks,No,21,2,2.9,123,46.99,63.58,13
SKU-09368,Biscuits 100g - Pack 8,Snacks,No,43,2,4.4,391,17.77,25.87,4
SKU-09369,Chocolate Bar 50g - Pack 9,Snacks,No,28,1,2.9,181,30.22,43.8,6
SKU-09370,Cookies 200g - Pack 10,Snacks,No,15,4,2.0,101,50.05,70.07,3
SKU-09371,Shampoo 180ml - Pack 11,Personal Care,No,9,2,1.7,42,88.64,122.21,1
SKU-09372,Soap 100g - Pack 12,Personal Care,No,24,2,3.2,173,29.48,40.09,3
SKU-09373,Toothpaste 100g - Pack 1,Personal Care,No,17,6,2.7,97,68.21,91.49,4
SKU-09374,Face Wash 100ml - Pack 2,Personal Care,No,7,5,1.5,31,111.72,152.31,1
SKU-09375,Hand Wash 250ml - Pack 3,Personal Care,No,9,4,2.2,46,74.74,103.49,6
SKU-09376,Milk 500ml - Pack 4,Dairy,Yes,28,2,2.4,78,28.19,49.96,2
SKU-09377,Curd 400g - Pack 5,Dairy,Yes,18,2,1.1,56,22.38,38.56,8
SKU-09378,Paneer 200g - Pack 6,Dairy,Yes,14,2,1.2,42,57.16,73.75,7
SKU-09379,Butter 100g - Pack 7,Dairy,Yes,13,2,0.9,51,55.59,67.22,9
SKU-09380,Cheese Slices 200g - Pack 8,Dairy,Yes,13,4,1.4,44,74.61,100.62,1
SKU-09381,Bread White 400g - Pack 9,Bakery,Yes,22,1,2.3,53,25.23,39.28,8
SKU-09382,Bread Brown 400g - Pack 10,Bakery,Yes,20,2,1.8,57,30.6,41.88,28
SKU-09383,Croissant 2pc - Pack 11,Bakery,Yes,6,1,1.4,11,56.57,82.2,3
SKU-09384,Muffin 2pc - Pack 12,Bakery,Yes,7,3,1.9,14,44.03,61.88,5
SKU-09385,Burger Buns 4pc - Pack 1,Bakery,Yes,11,2,1.5,30,32.15,51.18,6
SKU-09386,Cola 500ml - Pack 2,Beverages,No,37,1,5.1,277,27.53,41.41,3
SKU-09387,Orange Juice 1L - Pack 3,Beverages,No,21,3,3.2,119,70.82,115.05,2
SKU-09388,Mineral Water 1L - Pack 4,Beverages,No,54,1,6.3,399,13.01,19.76,21
SKU-09389,Energy Drink 250ml - Pack 5,Beverages,No,20,2,2.5,89,65.49,91.84,3
SKU-09390,Cold Coffee 250ml - Pack 6,Beverages,No,15,1,2.1,57,56.99,76.82,0
SKU-09391,Potato Chips 100g - Pack 7,Snacks,No,25,2,5.0,193,23.76,39.34,0
SKU-09392,Namkeen 200g - Pack 8,Snacks,No,14,3,2.8,91,45.86,64.08,4
SKU-09393,Biscuits 100g - Pack 9,Snacks,No,52,1,4.2,435,19.09,28.48,15
SKU-09394,Chocolate Bar 50g - Pack 10,Snacks,No,24,2,3.4,159,29.24,48.24,11
SKU-09395,Cookies 200g - Pack 11,Snacks,No,14,3,1.6,100,48.07,73.08,8
SKU-09396,Shampoo 180ml - Pack 12,Personal Care,No,10,5,2.5,48,100.72,128.27,23
SKU-09397,Soap 100g - Pack 1,Personal Care,No,25,4,3.0,171,29.46,39.84,7
SKU-09398,Toothpaste 100g - Pack 2,Personal Care,No,16,5,2.5,88,66.51,91.93,3
SKU-09399,Face Wash 100ml - Pack 3,Personal Care,No,8,5,1.8,36,109.81,140.16,3
SKU-09400,Hand Wash 250ml - Pack 4,Personal Care,No,14,4,2.0,69,74.64,100.57,4
SKU-09401,Milk 500ml - Pack 5,Dairy,Yes,34,2,1.8,117,25.41,41.9,0
SKU-09402,Curd 400g - Pack 6,Dairy,Yes,16,2,1.4,42,23.19,40.58,6
SKU-09403,Paneer 200g - Pack 7,Dairy,Yes,23,3,1.9,85,58.0,70.98,11
SKU-09404,Butter 100g - Pack 8,Dairy,Yes,8,2,1.2,38,50.47,74.77,5
SKU-09405,Cheese Slices 200g - Pack 9,Dairy,Yes,9,3,1.6,34,77.88,104.83,4
SKU-09406,Bread White 400g - Pack 10,Bakery,Yes,25,1,2.7,53,30.27,39.69,4
SKU-09407,Bread Brown 400g - Pack 11,Bakery,Yes,19,1,2.2,46,32.58,40.55,3
SKU-09408,Croissant 2pc - Pack 12,Bakery,Yes,11,2,1.3,29,57.45,72.07,4
SKU-09409,Muffin 2pc - Pack 1,Bakery,Yes,13,2,1.8,36,48.27,59.95,11
SKU-09410,Burger Buns 4pc - Pack 2,Bakery,Yes,8,2,1.6,20,34.11,45.49,4
SKU-09411,Cola 500ml - Pack 3,Beverages,No,36,3,5.9,290,24.72,37.59,1
SKU-09412,Orange Juice 1L - Pack 4,Beverages,No,22,4,2.6,125,69.33,98.17,4
SKU-09413,Mineral Water 1L - Pack 5,Beverages,No,45,1,6.3,287,11.09,19.22,24
SKU-09414,Energy Drink 250ml - Pack 6,Beverages,No,18,3,2.5,88,69.84,85.58,35
SKU-09415,Cold Coffee 250ml - Pack 7,Beverages,No,9,3,2.3,35,52.33,73.28,5
SKU-09416,Potato Chips 100g - Pack 8,Snacks,No,23,3,4.3,171,23.94,38.06,11
SKU-09417,Namkeen 200g - Pack 9,Snacks,No,6,3,2.9,36,46.33,62.74,9
SKU-09418,Biscuits 100g - Pack 10,Snacks,No,50,2,3.7,468,17.29,28.11,9
SKU-09419,Chocolate Bar 50g - Pack 11,Snacks,No,27,1,3.2,184,32.91,42.45,1
SKU-09420,Cookies 200g - Pack 12,Snacks,No,12,4,2.5,93,47.7,72.61,1
SKU-09421,Shampoo 180ml - Pack 1,Personal Care,No,13,4,1.4,62,92.81,131.13,3
SKU-09422,Soap 100g - Pack 2,Personal Care,No,26,2,3.2,175,28.67,39.87,6
SKU-09423,Toothpaste 100g - Pack 3,Personal Care,No,14,4,2.5,70,66.89,89.51,2
SKU-09424,Face Wash 100ml - Pack 4,Personal Care,No,8,5,1.8,40,110.88,154.75,9
SKU-09425,Hand Wash 250ml - Pack 5,Personal Care,No,8,3,2.0,39,71.93,92.92,11
SKU-09426,Milk 500ml - Pack 6,Dairy,Yes,29,3,1.5,87,25.89,49.37,3
SKU-09427,Curd 400g - Pack 7,Dairy,Yes,24,2,1.8,73,23.51,34.87,2
SKU-09428,Paneer 200g - Pack 8,Dairy,Yes,17,4,1.9,53,54.8,75.41,5
SKU-09429,Butter 100g - Pack 9,Dairy,Yes,10,3,1.2,47,51.92,65.27,5
SKU-09430,Cheese Slices 200g - Pack 10,Dairy,Yes,8,3,1.5,35,72.2,110.64,5
SKU-09431,Bread White 400g - Pack 11,Bakery,Yes,31,2,2.1,62,29.81,37.24,21
SKU-09432,Bread Brown 400g - Pack 12,Bakery,Yes,19,2,1.5,40,32.11,43.87,4
SKU-09433,Croissant 2pc - Pack 1,Bakery,Yes,7,1,1.1,16,58.23,72.17,6
SKU-09434,Muffin 2pc - Pack 2,Bakery,Yes,12,1,1.8,33,44.81,70.38,5
SKU-09435,Burger Buns 4pc - Pack 3,Bakery,Yes,13,1,1.9,39,32.86,50.66,2
SKU-09436,Cola 500ml - Pack 4,Beverages,No,33,3,4.8,262,29.07,38.57,4
SKU-09437,Orange Juice 1L - Pack 5,Beverages,No,19,4,3.2,92,68.08,101.75,3
SKU-09438,Mineral Water 1L - Pack 6,Beverages,No,63,1,6.7,462,12.88,20.59,2
SKU-09439,Energy Drink 250ml - Pack 7,Beverages,No,21,3,2.6,109,60.23,93.78,12
SKU-09440,Cold Coffee 250ml - Pack 8,Beverages,No,14,2,1.6,56,50.82,83.3,17
SKU-09441,Potato Chips 100g - Pack 9,Snacks,No,36,2,4.0,279,25.04,39.02,2
SKU-09442,Namkeen 200g - Pack 10,Snacks,No,13,3,2.3,82,45.99,68.51,7
SKU-09443,Biscuits 100g - Pack 11,Snacks,No,28,2,5.2,266,16.56,27.16,11
SKU-09444,Chocolate Bar 50g - Pack 12,Snacks,No,28,1,3.7,196,29.28,45.16,0
SKU-09445,Cookies 200g - Pack 1,Snacks,No,13,3,1.9,84,53.83,72.86,6
SKU-09446,Shampoo 180ml - Pack 2,Personal Care,No,12,3,2.1,53,93.79,115.25,5
SKU-09447,Soap 100g - Pack 3,Personal Care,No,23,2,2.3,132,30.45,44.0,5
SKU-09448,Toothpaste 100g - Pack 4,Personal Care,No,15,4,2.4,86,66.63,92.77,1
SKU-09449,Face Wash 100ml - Pack 5,Personal Care,No,7,5,1.6,41,105.73,145.32,2
SKU-09450,Hand Wash 250ml - Pack 6,Personal Care,No,13,4,2.2,70,76.64,106.62,1
SKU-09451,Milk 500ml - Pack 7,Dairy,Yes,35,4,1.8,125,28.88,45.08,25
SKU-09452,Curd 400g - Pack 8,Dairy,Yes,20,2,1.1,57,22.94,37.88,23
SKU-09453,Paneer 200g - Pack 9,Dairy,Yes,18,2,1.0,68,52.24,67.17,3
SKU-09454,Butter 100g - Pack 10,Dairy,Yes,9,3,1.3,39,51.29,67.91,5
SKU-09455,Cheese Slices 200g - Pack 11,Dairy,Yes,9,3,1.2,35,85.89,105.75,16
SKU-09456,Bread White 400g - Pack 12,Bakery,Yes,33,1,3.0,88,29.03,38.05,5
SKU-09457,Bread Brown 400g - Pack 1,Bakery,Yes,24,2,2.1,55,31.22,41.54,7
SKU-09458,Croissant 2pc - Pack 2,Bakery,Yes,12,1,1.5,22,58.91,84.62,10
SKU-09459,Muffin 2pc - Pack 3,Bakery,Yes,9,3,1.6,20,52.67,59.36,3
SKU-09460,Burger Buns 4pc - Pack 4,Bakery,Yes,13,3,2.1,37,35.28,47.73,3
SKU-09461,Cola 500ml - Pack 5,Beverages,No,35,3,5.6,293,27.73,37.79,6
SKU-09462,Orange Juice 1L - Pack 6,Beverages,No,26,3,3.0,144,75.31,107.87,5
SKU-09463,Mineral Water 1L - Pack 7,Beverages,No,52,2,5.2,360,13.17,19.68,3
SKU-09464,Energy Drink 250ml - Pack 8,Beverages,No,20,1,2.3,104,57.1,97.19,6
SKU-09465,Cold Coffee 250ml - Pack 9,Beverages,No,12,1,1.9,54,57.49,79.68,7
SKU-09466,Potato Chips 100g - Pack 10,Snacks,No,36,3,4.1,276,23.07,39.04,5
SKU-09467,Namkeen 200g - Pack 11,Snacks,No,16,3,2.4,99,45.85,68.3,10
